Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_TIP,Index_MCP,Index_PIP,Index_DIP,Index_TIP,Middle_MCP,Middle_PIP,Middle_DIP,Middle_TIP,Ring_MCP,Ring_PIP,Ring_DIP,Ring_TIP,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_TIP,Letter,Class_Index,ImagePath
"[0.6284098029136658, 0.7963004112243652, -0.01250678300857544]","[0.6866112351417542, 0.7097501754760742, -0.025900043547153473]","[0.7081946730613708, 0.6319050788879395, -0.041838355362415314]","[0.7115076184272766, 0.5683403611183167, -0.057847995311021805]","[0.6448898911476135, 0.5985575318336487, -0.0176919624209404]","[0.6641031503677368, 0.619880735874176, -0.03496386855840683]","[0.6430372595787048, 0.6986995935440063, -0.044412560760974884]","[0.6271723508834839, 0.7532594203948975, -0.05347215011715889]","[0.5987973213195801, 0.5854235291481018, -0.03141037002205849]","[0.6188967823982239, 0.636848509311676, -0.057997263967990875]","[0.6046075820922852, 0.7209254503250122, -0.07694297283887863]","[0.5926083326339722, 0.7852252721786499, -0.09236875921487808]","[0.5521451830863953, 0.5884649157524109, -0.04486685246229172]","[0.5767451524734497, 0.6497441530227661, -0.06963752210140228]","[0.5681770443916321, 0.7308434247970581, -0.08191756159067154]","[0.5615066289901733, 0.7908898591995239, -0.09179051965475082]","[0.5086920857429504, 0.6039015650749207, -0.060757800936698914]","[0.5276668071746826, 0.6468697786331177, -0.07680410146713257]","[0.5335880517959595, 0.7129684686660767, -0.08201611787080765]","[0.5363025665283203, 0.762266993522644, -0.08692800998687744]",A,0.0,.\ASL_Data\ASL_Validate\A\A209.jpg
"[0.5677438974380493, 0.8067037463188171, -0.021293865516781807]","[0.6265642046928406, 0.7193650007247925, -0.03628014773130417]","[0.6462295055389404, 0.6402865052223206, -0.05161084234714508]","[0.6486843824386597, 0.5745241641998291, -0.0673656314611435]","[0.5867124795913696, 0.6160182952880859, -0.02811865508556366]","[0.6033519506454468, 0.6254345774650574, -0.04595404118299484]","[0.5825548768043518, 0.7017104625701904, -0.055105503648519516]","[0.5690462589263916, 0.7587375640869141, -0.06399612128734589]","[0.5393096208572388, 0.6006425619125366, -0.0361994244158268]","[0.5503982305526733, 0.6458197236061096, -0.06367034465074539]","[0.5394203662872314, 0.7295945882797241, -0.08316116780042648]","[0.5311130285263062, 0.7939776182174683, -0.09870009124279022]","[0.49257490038871765, 0.6028585433959961, -0.04433184117078781]","[0.5052441358566284, 0.6584438681602478, -0.07063788920640945]","[0.5007300972938538, 0.7400713562965393, -0.08555653691291809]","[0.49869656562805176, 0.7991002798080444, -0.09682455658912659]","[0.4484848976135254, 0.6183937788009644, -0.05530962347984314]","[0.45862269401550293, 0.660386323928833, -0.07431148737668991]","[0.46611225605010986, 0.7273988723754883, -0.08262131363153458]","[0.4714915156364441, 0.7746800780296326, -0.08899924159049988]",A,0.0,.\ASL_Data\ASL_Validate\A\A219.jpg
"[0.5237792134284973, 0.8275363445281982, -0.025654742494225502]","[0.5814526081085205, 0.73581463098526, -0.04322356358170509]","[0.5990767478942871, 0.6531574130058289, -0.06045134365558624]","[0.6021942496299744, 0.5878487229347229, -0.07781258970499039]","[0.542107105255127, 0.6223388314247131, -0.03409252315759659]","[0.5551037788391113, 0.6418160796165466, -0.05487304553389549]","[0.5330473184585571, 0.7208821177482605, -0.06514999270439148]","[0.5203428864479065, 0.7770572900772095, -0.07432887703180313]","[0.4928954839706421, 0.6088391542434692, -0.04124201089143753]","[0.5001310706138611, 0.6626075506210327, -0.07143361121416092]","[0.48962831497192383, 0.7491686344146729, -0.0905851274728775]","[0.48390576243400574, 0.8112854957580566, -0.10556109249591827]","[0.4445360004901886, 0.614737868309021, -0.048793721944093704]","[0.4541567862033844, 0.676862895488739, -0.07820505648851395]","[0.45120537281036377, 0.7602728605270386, -0.09160507470369339]","[0.45183736085891724, 0.8178924322128296, -0.10105635225772858]","[0.3997018039226532, 0.634894847869873, -0.05963989347219467]","[0.4066426157951355, 0.6747394800186157, -0.0804721862077713]","[0.41550979018211365, 0.7416929602622986, -0.08777739852666855]","[0.42294883728027344, 0.7890322208404541, -0.09290414303541183]",A,0.0,.\ASL_Data\ASL_Validate\A\A229.jpg
"[0.4855164587497711, 0.8192464709281921, -0.027653245255351067]","[0.5419137477874756, 0.7255481481552124, -0.04980042576789856]","[0.5569137334823608, 0.6429253220558167, -0.07124662399291992]","[0.5531035661697388, 0.5757049322128296, -0.09291834384202957]","[0.49270787835121155, 0.6153945326805115, -0.0444263257086277]","[0.49852266907691956, 0.6407938003540039, -0.06977646797895432]","[0.4814009666442871, 0.7241098880767822, -0.08336973190307617]","[0.47098270058631897, 0.7795670032501221, -0.09441835433244705]","[0.44133415818214417, 0.603782057762146, -0.05220003053545952]","[0.4451104700565338, 0.6619786620140076, -0.08513237535953522]","[0.44061681628227234, 0.7484856843948364, -0.10618419945240021]","[0.4394892454147339, 0.8148913383483887, -0.12379113584756851]","[0.39282098412513733, 0.6103999018669128, -0.05991750210523605]","[0.40104588866233826, 0.6760733127593994, -0.09171856194734573]","[0.4042237401008606, 0.760530412197113, -0.10614071786403656]","[0.41012197732925415, 0.8208664655685425, -0.11753010749816895]","[0.3489032983779907, 0.6287381052970886, -0.07090262323617935]","[0.35559576749801636, 0.6756762862205505, -0.09329394996166229]","[0.36918899416923523, 0.7440201044082642, -0.10068277269601822]","[0.3811054825782776, 0.7932905554771423, -0.1069868877530098]",A,0.0,.\ASL_Data\ASL_Validate\A\A239.jpg
"[0.44614121317863464, 0.828421413898468, -0.027996866032481194]","[0.5010395050048828, 0.7344471216201782, -0.04963436350226402]","[0.5151205062866211, 0.6522848010063171, -0.07047245651483536]","[0.5085277557373047, 0.5868028998374939, -0.09128354489803314]","[0.45280149579048157, 0.6272795796394348, -0.04304702952504158]","[0.45705389976501465, 0.6477389931678772, -0.06839721649885178]","[0.4411241412162781, 0.7297117114067078, -0.08130926638841629]","[0.43124207854270935, 0.7863724231719971, -0.09117646515369415]","[0.400530070066452, 0.6182472705841064, -0.049876682460308075]","[0.40373000502586365, 0.6719039678573608, -0.08347570896148682]","[0.4006291925907135, 0.7581316828727722, -0.10407345741987228]","[0.400409072637558, 0.8228570222854614, -0.11993143707513809]","[0.35130712389945984, 0.6267180442810059, -0.05665723606944084]","[0.3589916229248047, 0.6891855001449585, -0.08808600157499313]","[0.362002432346344, 0.7723091840744019, -0.10068415105342865]","[0.367089182138443, 0.8311727046966553, -0.10983113944530487]","[0.30761682987213135, 0.6467363834381104, -0.06678514927625656]","[0.31487059593200684, 0.6869452595710754, -0.08733607083559036]","[0.3276451826095581, 0.7521255016326904, -0.09301088005304337]","[0.3373398780822754, 0.8000597357749939, -0.09747403115034103]",A,0.0,.\ASL_Data\ASL_Validate\A\A249.jpg
"[0.4085065722465515, 0.8317477107048035, -0.02991735003888607]","[0.46170181035995483, 0.7409063577651978, -0.052625034004449844]","[0.47284725308418274, 0.658142626285553, -0.07376866787672043]","[0.46322378516197205, 0.5905271768569946, -0.09474838525056839]","[0.41086533665657043, 0.6369911432266235, -0.04724583029747009]","[0.4168851971626282, 0.6449351906776428, -0.07270287722349167]","[0.4015759825706482, 0.7256256937980652, -0.08443870395421982]","[0.3906290531158447, 0.7857794165611267, -0.09324139356613159]","[0.35932832956314087, 0.6270574927330017, -0.05243978649377823]","[0.3641131818294525, 0.6694672107696533, -0.0870613232254982]","[0.36112725734710693, 0.7573385834693909, -0.10667058825492859]","[0.35942524671554565, 0.8241565823554993, -0.12073808163404465]","[0.31070467829704285, 0.6328195929527283, -0.05748344212770462]","[0.3195769190788269, 0.6860440969467163, -0.08883364498615265]","[0.3230147659778595, 0.7715942859649658, -0.1007268875837326]","[0.327351838350296, 0.8330873250961304, -0.10890626907348633]","[0.2671014964580536, 0.6495534777641296, -0.06593351811170578]","[0.27622467279434204, 0.6836802363395691, -0.08591034263372421]","[0.28935331106185913, 0.7506456971168518, -0.09123960137367249]","[0.2987314462661743, 0.8001526594161987, -0.09513446688652039]",A,0.0,.\ASL_Data\ASL_Validate\A\A259.jpg
"[0.3736995458602905, 0.8257960677146912, -0.035604458302259445]","[0.4253571331501007, 0.7347197532653809, -0.058966364711523056]","[0.43409597873687744, 0.6511051654815674, -0.07869424670934677]","[0.42228972911834717, 0.5873451232910156, -0.09833475202322006]","[0.37795352935791016, 0.6320044994354248, -0.05629856139421463]","[0.3778027594089508, 0.6451863646507263, -0.08279391378164291]","[0.3627665936946869, 0.724993884563446, -0.09420564770698547]","[0.3531786799430847, 0.78382408618927, -0.10279131680727005]","[0.3278322219848633, 0.6218037009239197, -0.05812884867191315]","[0.3259291350841522, 0.6654222011566162, -0.09385999292135239]","[0.32514941692352295, 0.7516645193099976, -0.11246899515390396]","[0.32559090852737427, 0.8158596754074097, -0.12572644650936127]","[0.2796333134174347, 0.6289666891098022, -0.05998357757925987]","[0.28092584013938904, 0.6781953573226929, -0.0936426967382431]","[0.28634846210479736, 0.7636672258377075, -0.10502231866121292]","[0.292405903339386, 0.8232486248016357, -0.11220955103635788]","[0.23656272888183594, 0.6480509042739868, -0.06540612876415253]","[0.23891708254814148, 0.6797509789466858, -0.0878027081489563]","[0.2527654469013214, 0.7470834851264954, -0.09337503463029861]","[0.26266592741012573, 0.7949017882347107, -0.0967588797211647]",A,0.0,.\ASL_Data\ASL_Validate\A\A269.jpg
"[0.35506609082221985, 0.8219423890113831, -0.03585371375083923]","[0.40195006132125854, 0.7309253811836243, -0.058915141969919205]","[0.40843626856803894, 0.6501826047897339, -0.07874411344528198]","[0.403205931186676, 0.5860713720321655, -0.0984034314751625]","[0.35423123836517334, 0.6253944635391235, -0.05160480737686157]","[0.35465186834335327, 0.6428129076957703, -0.07650820910930634]","[0.3400968313217163, 0.7203797101974487, -0.08813858032226562]","[0.33280929923057556, 0.7744576930999756, -0.09678696095943451]","[0.3042519688606262, 0.616786003112793, -0.05258850008249283]","[0.3038502037525177, 0.6625214219093323, -0.08612431585788727]","[0.30342715978622437, 0.7465519905090332, -0.10449786484241486]","[0.3051433861255646, 0.8090795278549194, -0.11753420531749725]","[0.256915807723999, 0.6266829967498779, -0.05407332628965378]","[0.26003915071487427, 0.6745494604110718, -0.08618520200252533]","[0.2668105959892273, 0.7555886507034302, -0.09735943377017975]","[0.2741292417049408, 0.8134043216705322, -0.10428474843502045]","[0.2152300328016281, 0.6484382748603821, -0.05917149782180786]","[0.21868082880973816, 0.6712021231651306, -0.08188226073980331]","[0.23412936925888062, 0.7312413454055786, -0.08788391202688217]","[0.24523666501045227, 0.7768012285232544, -0.09131346642971039]",A,0.0,.\ASL_Data\ASL_Validate\A\A279.jpg
"[0.3182198703289032, 0.7513613700866699, -0.04705657809972763]","[0.36021047830581665, 0.6863028407096863, -0.08004020154476166]","[0.36826956272125244, 0.6255961060523987, -0.10521979629993439]","[0.3663487434387207, 0.5748783946037292, -0.13077010214328766]","[0.32450300455093384, 0.6023264527320862, -0.09463720768690109]","[0.32815200090408325, 0.6320456266403198, -0.12967830896377563]","[0.31686529517173767, 0.7055848240852356, -0.14372117817401886]","[0.3107626736164093, 0.759330153465271, -0.15321123600006104]","[0.2743624448776245, 0.5914785265922546, -0.09053584188222885]","[0.2738207280635834, 0.6521291136741638, -0.1349448710680008]","[0.27552905678749084, 0.7363568544387817, -0.150533989071846]","[0.279852032661438, 0.7978675961494446, -0.1616467386484146]","[0.2310342937707901, 0.6011149287223816, -0.08535131812095642]","[0.2293628752231598, 0.6697095632553101, -0.12503187358379364]","[0.24017995595932007, 0.7526532411575317, -0.13378183543682098]","[0.25232353806495667, 0.8073112368583679, -0.13916060328483582]","[0.1960582137107849, 0.6236597299575806, -0.08358604460954666]","[0.19213470816612244, 0.6774176359176636, -0.11248482018709183]","[0.20555908977985382, 0.7431298494338989, -0.11918573081493378]","[0.21905669569969177, 0.7842828631401062, -0.12304934859275818]",A,0.0,.\ASL_Data\ASL_Validate\A\A289.jpg
"[0.32733863592147827, 0.7629596590995789, -0.03165162727236748]","[0.37454771995544434, 0.6701784729957581, -0.0519857257604599]","[0.3830678462982178, 0.5893160104751587, -0.07065428793430328]","[0.3837386965751648, 0.5204846262931824, -0.08901555091142654]","[0.3248913288116455, 0.5608401894569397, -0.038770753890275955]","[0.33278006315231323, 0.5708443522453308, -0.06175864115357399]","[0.31911003589630127, 0.6490203142166138, -0.07263565808534622]","[0.31132373213768005, 0.703452467918396, -0.08068777620792389]","[0.2754979729652405, 0.5523723363876343, -0.04124937579035759]","[0.2817542254924774, 0.5915385484695435, -0.07562459260225296]","[0.27768033742904663, 0.6805747151374817, -0.0942731723189354]","[0.27567821741104126, 0.7448266744613647, -0.1057082861661911]","[0.22863079607486725, 0.5620874762535095, -0.04479355365037918]","[0.2382401078939438, 0.6050888299942017, -0.07821330428123474]","[0.24269691109657288, 0.6898617148399353, -0.08987858891487122]","[0.2474403977394104, 0.7503011226654053, -0.0952778309583664]","[0.1864975094795227, 0.5844483375549316, -0.05171816796064377]","[0.19379377365112305, 0.6048553586006165, -0.07438480108976364]","[0.20763246715068817, 0.6650546789169312, -0.0810190886259079]","[0.21774506568908691, 0.7103338837623596, -0.08396543562412262]",A,0.0,.\ASL_Data\ASL_Validate\A\A299.jpg
"[0.3200187683105469, 0.7159552574157715, -0.02811870165169239]","[0.37345650792121887, 0.6180388927459717, -0.04606318101286888]","[0.3868907392024994, 0.5325676798820496, -0.06369692087173462]","[0.3874301016330719, 0.4623991847038269, -0.08084813505411148]","[0.3346531391143799, 0.5179080963134766, -0.029393650591373444]","[0.34209394454956055, 0.509423017501831, -0.050858743488788605]","[0.3232731521129608, 0.585759162902832, -0.0604030042886734]","[0.312764048576355, 0.6457352042198181, -0.0675172507762909]","[0.28634652495384216, 0.504145622253418, -0.033690545707941055]","[0.2852141261100769, 0.5306806564331055, -0.06806962937116623]","[0.27755194902420044, 0.6217276453971863, -0.08837799727916718]","[0.2761514186859131, 0.690168559551239, -0.09970437735319138]","[0.23744411766529083, 0.5081115365028381, -0.03920425847172737]","[0.23859146237373352, 0.5424638986587524, -0.0715118795633316]","[0.24049466848373413, 0.6335728764533997, -0.08472161740064621]","[0.24534982442855835, 0.7007349729537964, -0.09056378901004791]","[0.19156676530838013, 0.525017499923706, -0.04794410988688469]","[0.1955135613679886, 0.5414637327194214, -0.06762847304344177]","[0.20654180645942688, 0.6088459491729736, -0.07393914461135864]","[0.21571865677833557, 0.6598650217056274, -0.07665008306503296]",A,0.0,.\ASL_Data\ASL_Validate\A\A309.jpg
"[0.29989415407180786, 0.6764236688613892, -0.02619946002960205]","[0.3546191453933716, 0.5773708820343018, -0.04354564845561981]","[0.36883002519607544, 0.493017315864563, -0.06081913039088249]","[0.3645164668560028, 0.4240202307701111, -0.0774146169424057]","[0.3112218379974365, 0.47923222184181213, -0.028464041650295258]","[0.31823188066482544, 0.46082162857055664, -0.04935389384627342]","[0.29998043179512024, 0.5400319695472717, -0.05663004890084267]","[0.29112011194229126, 0.6028622388839722, -0.06196270138025284]","[0.26380664110183716, 0.47075173258781433, -0.03385378047823906]","[0.26457542181015015, 0.4771186113357544, -0.06993021070957184]","[0.2559591233730316, 0.5708243250846863, -0.08854640275239944]","[0.25397709012031555, 0.6448641419410706, -0.09732095152139664]","[0.2154557704925537, 0.47761932015419006, -0.040345579385757446]","[0.2189595103263855, 0.4908147156238556, -0.07424819469451904]","[0.21928715705871582, 0.5857776403427124, -0.08529073745012283]","[0.22311443090438843, 0.6564897894859314, -0.0884907990694046]","[0.17004331946372986, 0.49590128660202026, -0.04980514943599701]","[0.17565330862998962, 0.4960256516933441, -0.07045409828424454]","[0.18652793765068054, 0.5652689933776855, -0.07543808966875076]","[0.19555586576461792, 0.619293212890625, -0.07652881741523743]",A,0.0,.\ASL_Data\ASL_Validate\A\A319.jpg
"[0.2794147729873657, 0.6091550588607788, -0.030718320980668068]","[0.33422791957855225, 0.507719099521637, -0.05126608908176422]","[0.34785008430480957, 0.42112722992897034, -0.07160705327987671]","[0.3493432402610779, 0.3501874804496765, -0.091178297996521]","[0.299433171749115, 0.41724884510040283, -0.033379748463630676]","[0.301943302154541, 0.38538235425949097, -0.05745399370789528]","[0.2802828550338745, 0.46361857652664185, -0.06571465730667114]","[0.26917892694473267, 0.5256885290145874, -0.07147909700870514]","[0.2502659559249878, 0.4075772762298584, -0.038206350058317184]","[0.24576443433761597, 0.4015403389930725, -0.07931964844465256]","[0.23514991998672485, 0.49832063913345337, -0.09894945472478867]","[0.23403911292552948, 0.5695315003395081, -0.10673743486404419]","[0.20032550394535065, 0.4135308861732483, -0.04482901468873024]","[0.1976708471775055, 0.41564610600471497, -0.08297134935855865]","[0.19778506457805634, 0.5127520561218262, -0.09403834491968155]","[0.20379546284675598, 0.5828049778938293, -0.09599434584379196]","[0.15279579162597656, 0.43093863129615784, -0.05469108745455742]","[0.15594792366027832, 0.4254836440086365, -0.0773315355181694]","[0.16584612429141998, 0.49844053387641907, -0.08231785893440247]","[0.17612290382385254, 0.5530861020088196, -0.08290594816207886]",A,0.0,.\ASL_Data\ASL_Validate\A\A329.jpg
"[0.28062400221824646, 0.5729495286941528, -0.0349130779504776]","[0.3380388021469116, 0.4684543311595917, -0.057761527597904205]","[0.3523610830307007, 0.3786635100841522, -0.07968894392251968]","[0.3559151589870453, 0.30563297867774963, -0.10098164528608322]","[0.3074340522289276, 0.38030916452407837, -0.04237396642565727]","[0.30865544080734253, 0.34173956513404846, -0.06919913738965988]","[0.28346526622772217, 0.42102640867233276, -0.07792975008487701]","[0.2712898254394531, 0.4840794503688812, -0.08390170335769653]","[0.25680840015411377, 0.36941540241241455, -0.04630120098590851]","[0.24945154786109924, 0.3564593195915222, -0.09086377173662186]","[0.23618869483470917, 0.4561241567134857, -0.11103886365890503]","[0.23528003692626953, 0.528937816619873, -0.11885737627744675]","[0.20532923936843872, 0.3742428123950958, -0.05209152400493622]","[0.19871260225772858, 0.37095212936401367, -0.0933852344751358]","[0.1968913972377777, 0.4721032977104187, -0.10482755303382874]","[0.20334231853485107, 0.5444842576980591, -0.1066589280962944]","[0.15630391240119934, 0.3906877338886261, -0.06133820116519928]","[0.15514172613620758, 0.3829308748245239, -0.08638875931501389]","[0.16310663521289825, 0.45942172408103943, -0.09205462783575058]","[0.173475444316864, 0.5156547427177429, -0.0928894430398941]",A,0.0,.\ASL_Data\ASL_Validate\A\A339.jpg
